x,u
0.000000, 2195984851730.066162
0.031416, -4187421311467.464355
0.062832, 7042645086678.591797
0.094248, -10426347086730.931641
0.125664, 13544992151120.697266
0.157080, -15372813653225.726562
0.188496, 15151534469560.156250
0.219911, -12865964060383.068359
0.251327, 9314430215009.957031
0.282743, -5668952439548.351562
0.314159, 2843804574540.162598
0.345575, -1135216049065.555420
0.376991, 310253350735.151855
0.408407, 68992114319.830582
0.439823, -403792384170.411194
0.471239, 1015884291969.688965
0.502655, -2195984851729.100586
0.534071, 4187421311470.749512
0.565487, -7042645086751.209961
0.596903, 10426347088260.726562
0.628319, -13544992174116.765625
0.659734, 15372813920179.896484
0.691150, -15151536957133.248047
0.722566, 12865983171801.521484
0.753982, -9314553596938.503906
0.785398, 5669631242388.091797
0.816814, -2847020824408.648926
0.848230, 1148445577298.463623
0.879646, -357781836043.503540
0.911062, 80813119565.651520
0.942478, -11779148840.725651
0.973894, 831984490.608875
1.005310, 0.000000
1.036726, 0.000000
1.068142, 0.000000
1.099557, 0.000000
1.130973, 0.000000
1.162389, 0.000000
1.193805, 0.000000
1.225221, 0.000000
1.256637, 0.000000
1.288053, 0.000000
1.319469, 0.000000
1.350885, 0.000000
1.382301, 0.000000
1.413717, 0.000000
1.445133, 0.000000
1.476549, 0.000000
1.507964, 0.000000
1.539380, 0.000000
1.570796, 0.000000
1.602212, 0.000000
1.633628, 0.000000
1.665044, 0.000000
1.696460, 0.000000
1.727876, 0.000000
1.759292, 0.000000
1.790708, 0.000000
1.822124, 0.000000
1.853540, 0.000000
1.884956, 0.000000
1.916372, 0.000000
1.947787, 0.000000
1.979203, 0.000000
2.010619, 0.000000
2.042035, 0.000000
2.073451, 0.000000
2.104867, 0.000000
2.136283, 0.000000
2.167699, 0.000000
2.199115, 0.000000
2.230531, 0.000000
2.261947, 0.000000
2.293363, 0.000000
2.324779, 0.000000
2.356194, 0.000000
2.387610, 0.000000
2.419026, 0.000000
2.450442, 0.000000
2.481858, 0.000000
2.513274, 0.000000
2.544690, 0.000000
2.576106, 0.000000
2.607522, 0.000000
2.638938, 0.000000
2.670354, 0.000000
2.701770, 0.000000
2.733186, 0.000000
2.764602, 0.000000
2.796017, 0.000000
2.827433, 0.000000
2.858849, 0.000000
2.890265, 0.000000
2.921681, 0.000000
2.953097, 0.000000
2.984513, 0.000000
3.015929, 0.000000
3.047345, 0.000000
3.078761, 0.000000
3.110177, 0.000000
